id входа;id;начальная ставка;депозит после цикла;Время;порядковый номер шага;результат
30232;30234;0,33;24,0044;2 06:45;3;выигрыш
30387;30393;0,34;24,3824;2 07:40;7;выигрыш
30437;30437;0,34;25,7832;2 07:56;1;выигрыш
30565;30565;0,36;27,2664;2 08:40;1;выигрыш
30711;30718;0,38;27,6844;2 09:36;8;выигрыш
30735;30739;0,39;28,1020;2 09:41;5;выигрыш
30755;30758;0,40;28,5500;2 09:47;4;выигрыш
30945;30954;0,40;28,9540;2 10:59;10;выигрыш
31049;31049;0,41;30,6432;2 11:29;1;выигрыш
31296;31296;0,43;32,4148;2 12:56;1;выигрыш
31376;31379;0,46;32,9300;2 13:28;4;выигрыш
31412;31412;0,47;34,8664;2 13:37;1;выигрыш
31444;31444;0,49;36,8852;2 13:48;1;выигрыш
31489;31493;0,52;37,4420;2 14:06;5;выигрыш
31573;31578;0,53;38,0092;2 14:36;6;выигрыш
31705;31715;0,54;38,5508;2 15:22;11;выигрыш
31742;31747;0,55;39,1416;2 15:32;6;выигрыш
31882;31891;0,55;39,7004;2 16:22;10;выигрыш
32037;32038;0,56;41,4476;2 17:19;2;выигрыш
32083;32083;0,59;43,8784;2 17:33;1;выигрыш
32255;32256;0,62;45,8128;2 18:42;2;выигрыш
32612;32616;0,65;46,4676;2 20:59;5;выигрыш
32668;32682;0,66;47,1684;2 21:24;15;выигрыш
32754;32757;0,67;47,9188;2 21:50;4;выигрыш
32792;32793;0,68;50,0404;2 22:02;2;выигрыш
32956;32958;0,71;51,5456;2 23:02;3;выигрыш
33085;33091;0,73;52,3112;2 23:48;7;выигрыш
33122;33127;0,74;53,0656;3 00:00;6;выигрыш
33169;33169;0,75;56,1556;3 00:14;1;выигрыш
33341;33341;0,80;59,4516;3 01:16;1;выигрыш
33372;33374;0,84;61,2324;3 01:25;3;выигрыш
33390;33391;0,87;63,9468;3 01:28;2;выигрыш
33410;33410;0,91;67,6960;3 01:35;1;выигрыш
33441;33442;0,96;70,6912;3 01:47;2;выигрыш
33503;33507;1,00;71,7176;3 02:06;5;выигрыш
33523;33527;1,02;72,7464;3 02:12;5;выигрыш
33696;33703;1,03;73,8056;3 03:11;8;выигрыш
34064;34067;1,05;74,9816;3 05:19;4;выигрыш
34148;34153;1,07;76,0760;3 05:48;6;выигрыш
34240;34249;1,08;77,1640;3 06:20;10;выигрыш
34377;34385;1,10;78,2980;3 07:13;9;выигрыш
34460;34463;1,11;79,5412;3 07:41;4;выигрыш
34497;34503;1,13;80,7068;3 07:53;7;выигрыш
34548;34549;1,15;84,2948;3 08:07;2;выигрыш
34577;34579;1,20;86,8388;3 08:17;3;выигрыш
34712;34727;1,24;88,0864;3 09:07;16;выигрыш
35081;35083;1,25;90,7364;3 11:15;3;выигрыш
35184;35187;1,29;92,1812;3 11:52;4;выигрыш
35315;35330;1,31;4,4612;3 12:42;16;стоп
35439;35442;0,20;4,6852;3 13:19;4;выигрыш
35589;35595;0,20;4,8908;3 14:15;7;выигрыш
35864;35870;0,20;5,0964;3 15:56;7;выигрыш
35971;35979;0,20;5,3072;3 16:34;9;выигрыш
36026;36027;0,20;5,9312;3 16:52;2;выигрыш
36071;36071;0,20;6,7552;3 17:08;1;выигрыш
36120;36123;0,20;6,9792;3 17:24;4;выигрыш
36223;36224;0,20;7,6032;3 18:00;2;выигрыш
36359;36361;0,20;8,0272;3 18:52;3;выигрыш
36925;36927;0,20;8,4512;3 22:13;3;выигрыш
36953;36954;0,20;9,0752;3 22:21;2;выигрыш
37049;37052;0,20;9,2992;3 22:56;4;выигрыш
37442;37449;0,20;9,5368;4 01:14;8;выигрыш
37526;37541;0,20;9,7632;4 01:43;16;выигрыш
37644;37644;0,20;10,5872;4 02:17;1;выигрыш
37807;37807;0,20;11,4112;4 03:18;1;выигрыш
37930;37930;0,20;12,2352;4 04:05;1;выигрыш
37970;37979;0,20;12,4740;4 04:20;10;выигрыш
37995;37999;0,20;12,7040;4 04:26;5;выигрыш
38024;38031;0,20;12,9416;4 04:36;8;выигрыш
38203;38203;0,20;13,7656;4 05:37;1;выигрыш
38276;38282;0,20;13,9712;4 06:04;7;выигрыш
38429;38431;0,20;14,3952;4 06:54;3;выигрыш
38722;38725;0,20;14,6192;4 08:41;4;выигрыш
38823;38823;0,20;15,4432;4 09:14;1;выигрыш
38839;38840;0,22;16,1296;4 09:19;2;выигрыш
38973;38973;0,23;17,0772;4 10:10;1;выигрыш
39146;39155;0,24;17,3328;4 11:17;10;выигрыш
39171;39176;0,24;17,5972;4 11:23;6;выигрыш
39246;39248;0,25;18,1272;4 11:49;3;выигрыш
39279;39293;0,25;18,4036;4 12:04;15;выигрыш
39321;39333;0,26;18,6932;4 12:16;13;выигрыш
