id входа;id;начальная ставка;депозит после цикла;Время;порядковый номер шага;результат
17887;17892;0,20;73,3852;30 06:06;6;выигрыш
17967;17971;0,20;73,6048;30 06:34;5;выигрыш
18144;18153;0,20;73,8128;30 07:38;10;выигрыш
18275;18280;0,20;74,0496;30 08:20;6;выигрыш
18327;18327;0,20;74,8416;30 08:35;1;выигрыш
18508;18508;0,20;75,6336;30 09:39;1;выигрыш
18546;18551;0,20;75,8704;30 09:52;6;выигрыш
18678;18679;0,20;76,4624;30 10:39;2;выигрыш
19101;19111;0,20;76,6624;30 13:17;11;выигрыш
19203;19213;0,20;76,8624;30 13:50;11;выигрыш
19330;19331;0,20;77,4544;30 14:33;2;выигрыш
19568;19577;0,20;77,6624;30 16:07;10;выигрыш
19658;19663;0,20;77,8992;30 16:35;6;выигрыш
19680;19689;0,20;78,1072;30 16:44;10;выигрыш
19919;19924;0,20;78,3440;30 18:09;6;выигрыш
19960;19961;0,20;78,9360;30 18:21;2;выигрыш
20229;20235;0,20;79,1596;30 20:08;7;выигрыш
20252;20255;0,20;79,3912;30 20:14;4;выигрыш
20424;20432;0,20;79,6056;30 21:19;9;выигрыш
20595;20605;0,20;79,8056;30 22:18;11;выигрыш
20827;20828;0,20;80,3976;30 23:35;2;выигрыш
20974;20974;0,20;81,1896;31 00:28;1;выигрыш
21119;21123;0,20;81,4092;31 01:16;5;выигрыш
21329;21330;0,20;82,0012;31 02:28;2;выигрыш
21395;21397;0,20;82,3932;31 02:47;3;выигрыш
21418;21418;0,20;83,1852;31 02:53;1;выигрыш
21640;21643;0,20;83,4168;31 04:08;4;выигрыш
21949;21959;0,20;83,6168;31 06:04;11;выигрыш
22150;22151;0,20;84,2088;31 07:16;2;выигрыш
22370;22383;0,20;84,4100;31 08:39;14;выигрыш
22545;22549;0,20;84,6296;31 09:37;5;выигрыш
22876;22876;0,20;85,4216;31 11:40;1;выигрыш
23150;23155;0,20;85,6584;31 13:13;6;выигрыш
23302;23313;0,20;85,8880;31 14:09;12;выигрыш
23352;23353;0,20;86,4800;31 14:23;2;выигрыш
23459;23462;0,20;86,7116;31 15:00;4;выигрыш
23647;23650;0,20;86,9432;31 16:06;4;выигрыш
23751;23751;0,20;87,7352;31 16:43;1;выигрыш
23895;23904;0,20;87,9432;31 17:36;10;выигрыш
23998;24007;0,20;88,1512;31 18:11;10;выигрыш
24031;24041;0,20;88,3512;31 18:21;11;выигрыш
24128;24128;0,20;89,1432;31 18:50;1;выигрыш
24163;24164;0,20;89,7352;31 19:03;2;выигрыш
24366;24371;0,20;89,9720;31 20:22;6;выигрыш
24495;24496;0,20;90,5640;31 21:09;2;выигрыш
24776;24778;0,20;90,9560;31 22:43;3;выигрыш
24971;24976;0,20;91,1928;31 23:53;6;выигрыш
25178;25180;0,20;91,5848;1 01:05;3;выигрыш
25312;25313;0,20;92,1768;1 01:53;2;выигрыш
25548;25550;0,20;92,5688;1 03:12;3;выигрыш
25616;25621;0,20;92,8056;1 03:36;6;выигрыш
25669;25669;0,20;93,5976;1 03:52;1;выигрыш
25700;25701;0,20;94,1896;1 04:02;2;выигрыш
25759;25761;0,20;94,5816;1 04:21;3;выигрыш
25829;25833;0,20;94,8012;1 04:43;5;выигрыш
26100;26101;0,20;95,3932;1 06:16;2;выигрыш
26279;26285;0,20;95,6168;1 07:21;7;выигрыш
26737;26745;0,20;95,8312;1 10:04;9;выигрыш
27143;27145;0,20;96,2232;1 12:26;3;выигрыш
27225;27227;0,20;96,6152;1 12:57;3;выигрыш
27365;27366;0,20;97,2072;1 13:53;2;выигрыш
27746;27754;0,20;97,4216;1 16:10;9;выигрыш
28004;28005;0,20;98,0136;1 17:48;2;выигрыш
28108;28114;0,20;98,2372;1 18:25;7;выигрыш
28317;28327;0,20;98,4372;1 19:40;11;выигрыш
28350;28356;0,20;98,6608;1 19:49;7;выигрыш
28400;28403;0,20;98,8924;1 20:13;4;выигрыш
28789;28793;0,20;99,1120;1 22:27;5;выигрыш
28904;28904;0,20;99,9040;1 23:05;1;выигрыш
28932;28934;0,20;100,2960;1 23:15;3;выигрыш
29008;29010;0,20;100,6880;1 23:40;3;выигрыш
29094;29100;0,20;100,9116;2 00:11;7;выигрыш
29875;29879;0,20;101,1312;2 04:42;5;выигрыш
29986;29987;0,20;101,7232;2 05:18;2;выигрыш
30233;30234;0,20;102,3152;2 06:45;2;выигрыш
30388;30393;0,20;102,5520;2 07:40;6;выигрыш
30712;30718;0,20;102,7756;2 09:36;7;выигрыш
30736;30739;0,20;103,0072;2 09:41;4;выигрыш
30756;30758;0,20;103,3992;2 09:47;3;выигрыш
30946;30951;0,20;103,6360;2 10:58;6;выигрыш
31490;31493;0,20;103,8676;2 14:06;4;выигрыш
31574;31578;0,20;104,0872;2 14:36;5;выигрыш
31706;31715;0,20;104,2952;2 15:22;10;выигрыш
31743;31747;0,20;104,5148;2 15:32;5;выигрыш
31887;31891;0,20;104,7344;2 16:22;5;выигрыш
32038;32038;0,20;105,5264;2 17:19;1;выигрыш
32256;32256;0,20;106,3184;2 18:42;1;выигрыш
32613;32616;0,20;106,5500;2 20:59;4;выигрыш
32669;32682;0,20;106,7512;2 21:24;14;выигрыш
32793;32793;0,20;107,5432;2 22:02;1;выигрыш
32957;32958;0,20;108,1352;2 23:02;2;выигрыш
33086;33091;0,20;108,3720;2 23:48;6;выигрыш
33123;33127;0,20;108,5916;3 00:00;5;выигрыш
33373;33374;0,20;109,1836;3 01:25;2;выигрыш
33391;33391;0,20;109,9756;3 01:28;1;выигрыш
33442;33442;0,20;110,7676;3 01:47;1;выигрыш
33504;33507;0,20;110,9992;3 02:06;4;выигрыш
33524;33527;0,20;111,2308;3 02:12;4;выигрыш
33697;33703;0,20;111,4544;3 03:11;7;выигрыш
34065;34067;0,20;111,8464;3 05:19;3;выигрыш
34149;34153;0,20;112,0660;3 05:48;5;выигрыш
34241;34249;0,20;112,2804;3 06:20;9;выигрыш
34378;34385;0,20;112,4900;3 07:13;8;выигрыш
34498;34503;0,20;112,7268;3 07:53;6;выигрыш
34578;34579;0,20;113,3188;3 08:17;2;выигрыш
34713;34727;0,20;113,5300;3 09:07;15;выигрыш
35082;35083;0,20;114,1220;3 11:15;2;выигрыш
35185;35187;0,20;114,5140;3 11:52;3;выигрыш
35316;35331;0,20;114,7500;3 12:43;16;выигрыш
35440;35442;0,20;115,1420;3 13:19;3;выигрыш
35590;35595;0,20;115,3788;3 14:15;6;выигрыш
35865;35870;0,20;115,6156;3 15:56;6;выигрыш
35972;35979;0,20;115,8252;3 16:34;8;выигрыш
36027;36027;0,20;116,6172;3 16:52;1;выигрыш
36123;36123;0,20;117,4092;3 17:24;1;выигрыш
36224;36224;0,20;118,2012;3 18:00;1;выигрыш
36360;36361;0,20;118,7932;3 18:52;2;выигрыш
36926;36927;0,20;119,3852;3 22:13;2;выигрыш
36954;36954;0,20;120,1772;3 22:21;1;выигрыш
37050;37052;0,20;120,5692;3 22:56;3;выигрыш
37527;37541;0,20;120,7804;4 01:43;15;выигрыш
38025;38031;0,20;121,0040;4 04:36;7;выигрыш
38277;38282;0,20;121,2408;4 06:04;6;выигрыш
38430;38431;0,20;121,8328;4 06:54;2;выигрыш
38723;38725;0,20;122,2248;4 08:41;3;выигрыш
38840;38840;0,20;123,0168;4 09:19;1;выигрыш
39147;39155;0,20;123,2312;4 11:17;9;выигрыш
39172;39176;0,20;123,4508;4 11:23;5;выигрыш
39247;39248;0,20;124,0428;4 11:49;2;выигрыш
39280;39293;0,20;124,2440;4 12:04;14;выигрыш
39322;39333;0,20;124,4736;4 12:16;12;выигрыш
