id входа;id;начальная ставка;депозит после цикла;Время;порядковый номер шага;результат
30;31;0,20;50,6240;25 21:19;2;выигрыш
50;61;0,20;50,8508;25 21:28;12;выигрыш
248;249;0,20;51,4748;25 22:32;2;выигрыш
397;406;0,20;51,7136;25 23:27;10;выигрыш
705;719;0,20;51,9464;26 01:17;15;выигрыш
1113;1116;0,20;52,1704;26 03:32;4;выигрыш
1167;1167;0,20;52,9944;26 03:48;1;выигрыш
1191;1191;0,20;53,8184;26 03:57;1;выигрыш
1354;1354;0,20;54,6424;26 04:52;1;выигрыш
1417;1421;0,20;54,8724;26 05:16;5;выигрыш
1549;1564;0,20;55,0988;26 06:01;16;выигрыш
1599;1600;0,20;55,7228;26 06:14;2;выигрыш
1621;1627;0,20;55,9284;26 06:23;7;выигрыш
1723;1726;0,20;56,1524;26 06:57;4;выигрыш
1762;1763;0,20;56,7764;26 07:08;2;выигрыш
2096;2098;0,20;57,2004;26 09:10;3;выигрыш
2192;2192;0,20;58,0244;26 09:40;1;выигрыш
2275;2280;0,20;58,2516;26 10:07;6;выигрыш
2460;2460;0,20;59,0756;26 11:11;1;выигрыш
2628;2633;0,20;59,3028;26 12:12;6;выигрыш
2759;2760;0,20;59,9268;26 13:01;2;выигрыш
2827;2827;0,20;60,7508;26 13:25;1;выигрыш
3171;3174;0,20;60,9748;26 15:27;4;выигрыш
3218;3223;0,20;61,2020;26 15:45;6;выигрыш
3297;3298;0,20;61,8260;26 16:13;2;выигрыш
3482;3482;0,20;62,6500;26 17:23;1;выигрыш
3585;3600;0,20;62,8764;26 18:09;16;выигрыш
3738;3738;0,20;63,7004;26 19:04;1;выигрыш
3944;3946;0,20;64,1244;26 20:29;3;выигрыш
4019;4020;0,20;64,7484;26 20:59;2;выигрыш
4153;4155;0,20;65,1724;26 21:57;3;выигрыш
4254;4254;0,20;65,9964;26 22:33;1;выигрыш
4383;4390;0,20;66,2340;26 23:19;8;выигрыш
4635;4641;0,20;66,4396;27 00:50;7;выигрыш
4681;4687;0,20;66,6452;27 01:05;7;выигрыш
4753;4755;0,20;67,0692;27 01:27;3;выигрыш
4771;4786;0,20;53,3692;27 01:35;16;стоп
5578;5591;0,20;53,5904;27 06:09;14;выигрыш
5840;5848;0,20;53,8012;27 07:44;9;выигрыш
5906;5909;0,20;54,0252;27 08:04;4;выигрыш
6035;6035;0,20;54,8492;27 08:56;1;выигрыш
6108;6110;0,20;55,2732;27 09:23;3;выигрыш
6139;6144;0,20;55,5004;27 09:35;6;выигрыш
6284;6289;0,20;55,7276;27 10:26;6;выигрыш
6339;6345;0,20;55,9332;27 10:42;7;выигрыш
6489;6491;0,20;56,3572;27 11:37;3;выигрыш
6637;6641;0,20;56,5872;27 12:31;5;выигрыш
6745;6745;0,20;57,4112;27 13:10;1;выигрыш
6769;6770;0,20;58,0352;27 13:20;2;выигрыш
